occurrence_id,keyword,keyword_romanization,subject,book_slug,book_title,reader_page,occurrence_on_page,char_position_in_page,left_context,keyword_in_context,right_context,context_compact,source_file,source_url
37,民族,minzu,history,gaozhong-benguoshi,高中本国史,154,3,118,"種力量天然進化而成((N)民族主義就是國族主義,就是國家圖發達,種族圖生存的寶貝「(1)對中國|中國",民族,"自求解放,境內各民族一律平等乙(辦法義主)族民((2)對世界|聯合世界上被壓迫民族共同解放,全世界各","種力量天然進化而成((N)民族主義就是國族主義,就是國家圖發達,種族圖生存的寶貝「(1)對中國|中國民族自求解放,境內各民族一律平等乙(辦法義主)族民((2)對世界|聯合世界上被壓迫民族共同解放,全世界各",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
38,民族,minzu,history,gaozhong-benguoshi,高中本国史,154,4,128,"(N)民族主義就是國族主義,就是國家圖發達,種族圖生存的寶貝「(1)對中國|中國民族自求解放,境內各",民族,"一律平等乙(辦法義主)族民((2)對世界|聯合世界上被壓迫民族共同解放,全世界各民族一律平等目的|打","(N)民族主義就是國族主義,就是國家圖發達,種族圖生存的寶貝「(1)對中國|中國民族自求解放,境內各民族一律平等乙(辦法義主)族民((2)對世界|聯合世界上被壓迫民族共同解放,全世界各民族一律平等目的|打",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
39,民族,minzu,history,gaozhong-benguoshi,高中本国史,154,5,159,"(1)對中國|中國民族自求解放,境內各民族一律平等乙(辦法義主)族民((2)對世界|聯合世界上被壓迫",民族,"共同解放,全世界各民族一律平等目的|打破種族上不平等階級,人類,無界限消弭種族戰爭,是曰「民有」(F","(1)對中國|中國民族自求解放,境內各民族一律平等乙(辦法義主)族民((2)對世界|聯合世界上被壓迫民族共同解放,全世界各民族一律平等目的|打破種族上不平等階級,人類,無界限消弭種族戰爭,是曰「民有」(F",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
40,民族,minzu,history,gaozhong-benguoshi,高中本国史,154,6,170,"自求解放,境內各民族一律平等乙(辦法義主)族民((2)對世界|聯合世界上被壓迫民族共同解放,全世界各",民族,"一律平等目的|打破種族上不平等階級,人類,無界限消弭種族戰爭,是曰「民有」(F)有團體有組織的衆人就","自求解放,境內各民族一律平等乙(辦法義主)族民((2)對世界|聯合世界上被壓迫民族共同解放,全世界各民族一律平等目的|打破種族上不平等階級,人類,無界限消弭種族戰爭,是曰「民有」(F)有團體有組織的衆人就",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
41,民族,minzu,history,gaozhong-benguoshi,高中本国史,155,1,268,"至何時始完全肅?清(切)兩|廣統一以後,內政如何整?清北伐如何籌?備試述其略。第十三章五卅慘案與中國",民族,"運動之進展海段祺|瑞執政,召集「善後會議,」爲軍閥會議之變象,國民|黨拒絕加入,其結果上之五卅毫無成","至何時始完全肅?清(切)兩|廣統一以後,內政如何整?清北伐如何籌?備試述其略。第十三章五卅慘案與中國民族運動之進展海段祺|瑞執政,召集「善後會議,」爲軍閥會議之變象,國民|黨拒絕加入,其結果上之五卅毫無成",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
42,民族,minzu,history,gaozhong-benguoshi,高中本国史,191,1,217,"術館,以提倡文化五教育2逐漸成立小學,發行蒙文週刊,以開通民智,3.舉行國民講演,創辦國民新劇,發揮",民族,"主義1國民政府成立時,多得蘇俄之助2.蘇俄利用之,暗操軍政大權,務使蒙古赤化習題(1)中、俄、蒙協定","術館,以提倡文化五教育2逐漸成立小學,發行蒙文週刊,以開通民智,3.舉行國民講演,創辦國民新劇,發揮民族主義1國民政府成立時,多得蘇俄之助2.蘇俄利用之,暗操軍政大權,務使蒙古赤化習題(1)中、俄、蒙協定",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
43,民族,minzu,history,gaozhong-benguoshi,高中本国史,205,1,223,"全用武?力(5)上|海事變如何發?生其時和戰之情形如?何(6)遼寧暴動以後,塘沽_協定以前,我國有何",民族,"英?雄(7)東省|榆、熱失陷,罪在何?人(8:)上海_協定、塘沽協_定之內容如?何以何者爲最危險?(","全用武?力(5)上|海事變如何發?生其時和戰之情形如?何(6)遼寧暴動以後,塘沽_協定以前,我國有何民族英?雄(7)東省|榆、熱失陷,罪在何?人(8:)上海_協定、塘沽協_定之內容如?何以何者爲最危險?(",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
44,民族,minzu,history,gaozhong-benguoshi,高中本国史,211,1,394,"各方均勢爲原則,但可暫而不可久(引商人政府派|此派欲以資本家代替官僚軍閥,若與外國聯合,其禍更大1.",民族,"|中國民族,自求解放,中國境內各民族一律平等公民權|人民有各項自由權;並有選舉、罷免、創制、複決權(","各方均勢爲原則,但可暫而不可久(引商人政府派|此派欲以資本家代替官僚軍閥,若與外國聯合,其禍更大1.民族|中國民族,自求解放,中國境內各民族一律平等公民權|人民有各項自由權;並有選舉、罷免、創制、複決權(",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
45,民族,minzu,history,gaozhong-benguoshi,高中本国史,211,2,399,"原則,但可暫而不可久(引商人政府派|此派欲以資本家代替官僚軍閥,若與外國聯合,其禍更大1.民族|中國",民族,",自求解放,中國境內各民族一律平等公民權|人民有各項自由權;並有選舉、罷免、創制、複決權(乙)主義3","原則,但可暫而不可久(引商人政府派|此派欲以資本家代替官僚軍閥,若與外國聯合,其禍更大1.民族|中國民族,自求解放,中國境內各民族一律平等公民權|人民有各項自由權;並有選舉、罷免、創制、複決權(乙)主義3",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
46,民族,minzu,history,gaozhong-benguoshi,高中本国史,211,3,412,"人政府派|此派欲以資本家代替官僚軍閥,若與外國聯合,其禍更大1.民族|中國民族,自求解放,中國境內各",民族,"一律平等公民權|人民有各項自由權;並有選舉、罷免、創制、複決權(乙)主義3.民生|平均地權,節制資本","人政府派|此派欲以資本家代替官僚軍閥,若與外國聯合,其禍更大1.民族|中國民族,自求解放,中國境內各民族一律平等公民權|人民有各項自由權;並有選舉、罷免、創制、複決權(乙)主義3.民生|平均地權,節制資本",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
47,民族,minzu,history,gaozhong-benguoshi,高中本国史,212,1,452,"佔性者,由國家經營管理之國民黨第二次全國代表大會宣言綱要表【注」十五年一月一日,仍在廣州開會_(甲)",民族,"平等之觀念1,自求平等|民族運動2同時求他人之平等民族國際運動(乙)帝國主義者之本能1有極高度之工商","佔性者,由國家經營管理之國民黨第二次全國代表大會宣言綱要表【注」十五年一月一日,仍在廣州開會_(甲)民族平等之觀念1,自求平等|民族運動2同時求他人之平等民族國際運動(乙)帝國主義者之本能1有極高度之工商",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
48,民族,minzu,history,gaozhong-benguoshi,高中本国史,212,2,466,"黨第二次全國代表大會宣言綱要表【注」十五年一月一日,仍在廣州開會_(甲)民族平等之觀念1,自求平等|",民族,運動2同時求他人之平等民族國際運動(乙)帝國主義者之本能1有極高度之工商業五有強大之海軍及航空隊3有,"黨第二次全國代表大會宣言綱要表【注」十五年一月一日,仍在廣州開會_(甲)民族平等之觀念1,自求平等|民族運動2同時求他人之平等民族國際運動(乙)帝國主義者之本能1有極高度之工商業五有強大之海軍及航空隊3有",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
49,民族,minzu,history,gaozhong-benguoshi,高中本国史,212,3,479,"要表【注」十五年一月一日,仍在廣州開會_(甲)民族平等之觀念1,自求平等|民族運動2同時求他人之平等",民族,國際運動(乙)帝國主義者之本能1有極高度之工商業五有強大之海軍及航空隊3有強而有力之宣傳機關,"要表【注」十五年一月一日,仍在廣州開會_(甲)民族平等之觀念1,自求平等|民族運動2同時求他人之平等民族國際運動(乙)帝國主義者之本能1有極高度之工商業五有強大之海軍及航空隊3有強而有力之宣傳機關",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
50,民族,minzu,history,gaozhong-benguoshi,高中本国史,213,1,100,"階級,因發展而居領導地位(丙)帝國主義歐戰後之動搖互英、法殖民地之被壓迫者,以剝削之故,起而反抗反小",民族,"之自覺,因俄、土兩國革命成功,予以暗示及模範下帝國主義者內部之階級鬬爭甚烈,其大多數必同情於被壓迫之","階級,因發展而居領導地位(丙)帝國主義歐戰後之動搖互英、法殖民地之被壓迫者,以剝削之故,起而反抗反小民族之自覺,因俄、土兩國革命成功,予以暗示及模範下帝國主義者內部之階級鬬爭甚烈,其大多數必同情於被壓迫之",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
51,民族,minzu,history,gaozhong-benguoshi,高中本国史,213,2,154,"覺,因俄、土兩國革命成功,予以暗示及模範下帝國主義者內部之階級鬬爭甚烈,其大多數必同情於被壓迫之弱小",民族,"(一)世界現況1徵之美洲,如夏威夷「墨西哥及黑種人,皆努力要求解放之徵之歐洲,如亞爾薩斯、羅林美西托","覺,因俄、土兩國革命成功,予以暗示及模範下帝國主義者內部之階級鬬爭甚烈,其大多數必同情於被壓迫之弱小民族(一)世界現況1徵之美洲,如夏威夷「墨西哥及黑種人,皆努力要求解放之徵之歐洲,如亞爾薩斯、羅林美西托",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
52,民族,minzu,history,gaozhong-benguoshi,高中本国史,213,3,358,"已獨立,或正努力革命,奮鬬不懈史國本中高1.利用無產階級,擔任革命前線2鼓吹農工民衆,鞏固革命基礎各",民族,"革命戰線,必須聯合生狹隘的國家主義必須排除戊)世界革命之策略五乘帝國主義者之互相衝突,努力進攻6帝國","已獨立,或正努力革命,奮鬬不懈史國本中高1.利用無產階級,擔任革命前線2鼓吹農工民衆,鞏固革命基礎各民族革命戰線,必須聯合生狹隘的國家主義必須排除戊)世界革命之策略五乘帝國主義者之互相衝突,努力進攻6帝國",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
53,民族,minzu,history,gaozhong-benguoshi,高中本国史,214,1,219,"國派,徒屬空想而已目的|打倒帝國主義_(1)對外「1聯合世界革命之先進國手段二聯合世界上以平等待我之",民族,(丙)今日中國之生路說聯合帝國主義者國內被壓迫之民族、的目|打倒帝國主義者之工具`1造成人民的軍隊之,"國派,徒屬空想而已目的|打倒帝國主義_(1)對外「1聯合世界革命之先進國手段二聯合世界上以平等待我之民族(丙)今日中國之生路說聯合帝國主義者國內被壓迫之民族、的目|打倒帝國主義者之工具`1造成人民的軍隊之",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
54,民族,minzu,history,gaozhong-benguoshi,高中本国史,214,2,245,聯合世界革命之先進國手段二聯合世界上以平等待我之民族(丙)今日中國之生路說聯合帝國主義者國內被壓迫之,民族,、的目|打倒帝國主義者之工具`1造成人民的軍隊之造成廉潔的政府(2)對內手段我提倡保護國內新工業生保,聯合世界革命之先進國手段二聯合世界上以平等待我之民族(丙)今日中國之生路說聯合帝國主義者國內被壓迫之民族、的目|打倒帝國主義者之工具`1造成人民的軍隊之造成廉潔的政府(2)對內手段我提倡保護國內新工業生保,gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
55,民族,minzu,history,gaozhong-benguoshi,高中本国史,215,1,85,"欲領導中國人民,力謀改良已身之生存中國革命之進步|總理深識此種基本方法與組織問題之意義一方期與世界各",民族,"共同解決此問題,而致人類生存方法與組織於最善之途工辛亥革命之失敗不依照總理之革命程序及不作求治求安之","欲領導中國人民,力謀改良已身之生存中國革命之進步|總理深識此種基本方法與組織問題之意義一方期與世界各民族共同解決此問題,而致人類生存方法與組織於最善之途工辛亥革命之失敗不依照總理之革命程序及不作求治求安之",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
56,民族,minzu,history,gaozhong-benguoshi,高中本国史,220,1,366,"響寂然。|蔣委員長中|正知之,乃於二十三年二月,特在南|昌提出「新生活運動,」以爲目前救國建國與復興",民族,"最有效之運動。所謂新生活運動者,其要義有:四一曰整齊,二曰淸潔,三曰簡單,四曰樸素。人之衣食住行,必","響寂然。|蔣委員長中|正知之,乃於二十三年二月,特在南|昌提出「新生活運動,」以爲目前救國建國與復興民族最有效之運動。所謂新生活運動者,其要義有:四一曰整齊,二曰淸潔,三曰簡單,四曰樸素。人之衣食住行,必",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
57,民族,minzu,history,gaozhong-benguoshi,高中本国史,220,2,447,"淸潔,三曰簡單,四曰樸素。人之衣食住行,必備具以上四條件,始能合於禮義廉恥,始能適於現在生存。蓋吾國",民族,"失去活潑的生活力久矣,而其所以侵蝕之者,曰散漫、曰汚垢、曰雜亂、曰奢侈。蔣|氏之所以提倡此者,卽在化","淸潔,三曰簡單,四曰樸素。人之衣食住行,必備具以上四條件,始能合於禮義廉恥,始能適於現在生存。蓋吾國民族失去活潑的生活力久矣,而其所以侵蝕之者,曰散漫、曰汚垢、曰雜亂、曰奢侈。蔣|氏之所以提倡此者,卽在化",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
